CAS,FOUND_BY,DTXSID,PREFERRED_NAME,AVERAGE_MASS,MOLECULAR_FORMULA,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
1084-65-7,CASRN,DTXSID9045346,Meticrane,275.34,C10H13NO4S2,2.78612,315.23,N/A,1.479,0.887,N/A,285.996,160.959,0.271,0.011722,N/A,N/A,N/A,N/A,5.87489E-06,0.00486407,1.23E-11,1.93732,14.2712,310.65,6.71E-09,0.122061,9.63621,109.68,-0.398717,236.424,N/A,N/A,5.36E-09,0.00045099
107534-96-3,CASRN,DTXSID9032113,Tebuconazole,307.82,C16H22ClN3O,49.204,344.862,3.12608E-05,1.249,0.483,1.31522E-05,237.471,113.611,0.499,0.0101391,N/A,N/A,N/A,N/A,9.29E-08,8.93305E-05,2.31E-11,243.765,3.17728,321.733,3.10E-07,5.87665,10.6451,994.153,3.69972,102.495,N/A,N/A,1.29E-08,0.000116847
106-46-7,CASRN,DTXSID1020431,"1,4-Dichlorobenzene",147,C6H4Cl2,526.017,186.003,3.06196E-05,1.348,0.397,2.83139E-05,77.389,37.227,0,0.00412098,35.217,118.87,0.00028774,1.18577,0.420727,0.000284446,3.23E-13,405.914,4.71761,174.1,0.00241043,11.9831,4.44315,447.497,3.44052,50.8356,N/A,N/A,1.7406,0.00056314
106-44-5,CASRN,DTXSID7021869,p-Cresol,108.14,C7H8O,9.39723,185.666,6.08135E-05,1.048,0.214,0.000266073,74.625,46.09,0.06,0.00483059,38.2,147.822,0.00097051,5.63638,0.21677,0.141579,4.74E-11,15.2196,5.33887,201.807,9.85E-07,0.194515,5.04869,496.019,1.94036,35.2566,10.22,N/A,0.109758,0.197921
106266-06-2,CASRN,DTXSID8045193,Risperidone,410.493,C23H27FN4O2,14.1254,N/A,6.88652E-06,1.351,1.012,N/A,273.62,190.472,0.618,0.00044978,N/A,N/A,N/A,N/A,8.67E-11,1.31522E-05,3.40E-11,15.8557,3.36033,349.581,2.79E-08,1.83575,11.6867,1290.55,3.98001,169.948,N/A,N/A,1.35E-08,9.97582E-05
10605-21-7,CASRN,DTXSID4024729,Carbendazim,191.19,C9H9N3O2,1.6293,374.376,1.09901E-05,1.364,0.884,5.95662E-05,221.411,206.573,0.605,0.00827942,N/A,N/A,N/A,N/A,1.17E-08,0.000907821,1.06E-11,2.51113,4.46684,275.321,1.40E-09,0.119114,8.41489,223.839,1.51897,210.789,N/A,N/A,7.59E-10,7.99406E-05
10548-10-4,CASRN,DTXSID6042444,Terbufos sulfoxide,304.42,C9H21O3PS3,63.2412,N/A,8.26E-08,1.237,0.387,8.72971E-06,199.281,64.2,0.059,1.91426E-05,N/A,N/A,N/A,N/A,1.83231E-05,0.00269153,2.53E-11,7.76568,231.103,335.974,9.92E-07,0.357073,10.8493,151.928,2.20959,-7.84445,N/A,N/A,1.01765E-05,0.00361969
10540-29-1,CASRN,DTXSID1034187,Tamoxifen,371.524,C26H29NO,345.144,428.393,3.11172E-06,1.047,0.788,2.97E-07,226.223,102.016,0.096,0.00583445,N/A,N/A,2.38232E-06,46.7735,5.27E-09,2.73527E-06,2.90E-11,1209.93,3.36316,419.337,2.23E-08,5.13687,11.7016,13608.6,6.23546,96.9562,N/A,N/A,8.58E-09,4.81057E-06
105102-22-5,CASRN,DTXSID10872412,Mometasone,427.36,C22H28Cl2O4,29.9226,425.189,1.67494E-05,1.339,0.952,6.1235E-06,291.841,229.827,0.155,0.00206538,N/A,N/A,N/A,N/A,6.05E-10,1.77828E-05,6.26E-11,10.1117,149.363,413.211,5.22E-11,0.816136,9.50542,48381.3,2.37692,220.36,N/A,N/A,1.24E-08,7.02505E-05
104-35-8,CASRN,DTXSID4058601,4-nonylphenol ethoxylate,264.409,C17H28O2,68.0769,354.656,1.21899E-05,0.963,0.519,2.86418E-06,158.588,50.203,-0.031,0.0101625,37.406,154.213,4.74242E-06,28.7078,3.1989E-06,0.000169824,1.66E-11,595.591,4.45422,277.18,5.82052E-06,0.956921,10.5613,1929.74,5.10473,41.9122,N/A,N/A,6.34363E-06,0.000385547
103-90-2,CASRN,DTXSID2020006,Acetaminophen,151.165,C8H9NO2,1.72982,287.846,0.000179473,1.199,0.457,0.000592925,163.213,143.007,0.451,0.0111429,N/A,171.811,0.00181134,23.0144,1.41254E-05,0.0395367,1.30E-11,11.5635,3.55113,310.122,5.74E-09,0.262137,7.95753,47.6476,0.462113,169.807,9.5,N/A,6.85165E-06,0.0933539
103628-46-2,CASRN,DTXSID4023628,Sumatriptan,295.4,C14H21N3O2S,4.50817,N/A,0.000311172,1.285,0.903,0.000102329,248.043,183.237,0.49,N/A,N/A,N/A,N/A,N/A,1.37E-07,0.000563638,1.39E-11,1.07021,4.26426,294.855,2.02E-08,1.58842,9.16547,487.716,0.930378,142.683,N/A,N/A,2.80E-10,0.00134318
1031-07-8,CASRN,DTXSID3037541,Endosulfan sulfate,422.9,C9H6Cl6O4S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
102767-28-2,CASRN,DTXSID9023207,Levetiracetam,170.212,C8H14N2O2,0.799834,330.278,0.00033037,1.058,0.809,0.00258821,146.351,99.811,0.198,0.0141579,N/A,173.507,0.0110662,N/A,3.74973E-06,0.158489,5.68E-12,2.24761,3.53052,308.564,2.35E-09,0.113502,9.06432,29.9723,-0.818132,144.14,N/A,N/A,1.86608E-05,0.548318
102676-47-1,CASRN,DTXSID5034141,Fadrozole,223.279,C14H13N3,63.0957,355.056,2.12814E-05,1.384,0.531,4.97737E-05,209.293,137.344,0.713,N/A,N/A,151.996,8.16582E-05,26.8534,2.21E-07,9.68278E-05,1.67E-11,13.7528,3.53995,316.421,0.000023483,1.35064,8.95375,783.65,3.59693,105.14,N/A,N/A,1.24608E-06,0.000368783
10265-92-6,CASRN,DTXSID6024177,Methamidophos,141.12,C2H8NO2PS,N/A,N/A,3.16228E-06,N/A,0.817,N/A,N/A,N/A,0.381,0.000179473,N/A,N/A,N/A,N/A,N/A,1.03753,3.22E-11,2.42868,4.85615,238.724,2.55E-07,0.144161,6.35401,5.00138,-0.798736,46.1028,N/A,N/A,3.54249E-05,4.12249
1024-57-3,CASRN,DTXSID1024126,Heptachlor epoxide B,389.3,C10H5Cl7O,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.79E-13,5147.96,218.743,328.513,0.000021053,158.419,9.4041,10488.6,4.98145,159.96,N/A,N/A,1.93968E-05,5.68E-07
10238-21-8,CASRN,DTXSID0037237,Glybenclamide,494,C23H28ClN3O5S,2.33346,N/A,N/A,1.398,0.834,N/A,369.758,209.183,0.029,0.00390841,N/A,N/A,N/A,N/A,7.33E-12,1.19124E-05,2.09E-11,11.4311,3.35898,273.45,1.92E-10,0.178218,9.47158,72733,1.78647,169.043,N/A,N/A,9.29E-10,8.12064E-06
102-36-3,CASRN,DTXSID9033008,"3,4-Dichlorophenyl isocyanate",188.01,C7H3Cl2NO,N/A,224.224,N/A,1.268,0.482,0.000030903,97.156,29.659,N/A,0.00210378,N/A,N/A,N/A,N/A,0.0341979,N/A,1.73E-12,41.2656,4.73725,236.578,9.67E-07,2.6312,4.58938,201.579,2.33128,42.9458,N/A,N/A,0.0267565,0.000111664
1020056-56-7,CASRN,DTXSID30649805,"4-Chloro-5-methyl-1H-pyrrolo[2,3-b]pyridine",166.61,C8H7ClN2,13.8676,318.187,5.11682E-05,1.256,0.747,0.000104232,161.294,144.278,0.488,0.00246037,N/A,N/A,0.000293089,N/A,3.62243E-05,0.00261818,1.51E-11,5.7565,3.4175,321.088,6.65E-08,0.196539,9.19788,62.0454,1.70895,143.165,N/A,N/A,1.53583E-05,0.00726089
101-20-2,CASRN,DTXSID4026214,Triclocarban,315.58,C13H9Cl3N2O,102.094,403.068,2.67917E-06,1.506,0.725,1.01391E-06,199.15,182.97,0.283,0.00283792,N/A,N/A,N/A,N/A,1.08E-09,2.35505E-06,9.93E-12,562.301,5.57685,290.142,8.40E-10,1.05374,9.41392,4079.74,4.66646,255.543,N/A,N/A,3.68E-09,0.000031399
100986-85-4,CASRN,DTXSID0041060,Levofloxacin,361.373,C18H20FN3O4,3.53183,426.364,4.69894E-05,1.369,1.033,3.4435E-06,275.722,212.417,0.652,0.00446684,N/A,N/A,N/A,N/A,9.31E-10,0.00103992,2.40E-11,4.41415,3.36089,338.933,1.16E-09,0.359273,10.4186,482.065,-0.387824,168.836,N/A,N/A,1.46E-07,0.0775465
100-97-0,CASRN,DTXSID6020692,Methenamine,140.19,C6H12N4,2.36592,201.378,0.0123595,1.059,1.073,0.126474,73.161,84.612,0.847,0.00756833,N/A,N/A,N/A,N/A,0.0143219,0.837529,2.95E-11,2.48593,34.0792,190.918,1.53E-07,0.177035,4.31856,132.233,-0.164859,107.006,N/A,4.95,0.00401857,0.243402
100-88-9,CASRN,DTXSID5041809,Cyclamic acid,179.23,C6H13NO3S,1.49968,N/A,N/A,1.298,0.75,0.000422669,N/A,160.885,0.105,0.0108643,N/A,N/A,N/A,N/A,N/A,0.155239,5.09E-12,6.21359,7.71675,260.222,1.40E-08,0.112648,7.80022,86.0485,0.0828105,169.442,N/A,N/A,3.32774E-06,0.826197
100784-20-1,CASRN,DTXSID9034650,Halosulfuron-methyl,434.81,C13H15ClN6O7S,0.511682,N/A,N/A,1.635,0.935,N/A,327.873,195.793,N/A,N/A,N/A,N/A,N/A,N/A,3.27E-12,0.000772681,1.29E-11,2.5932,4.26246,264.938,5.40E-11,0.357939,9.56203,45.0168,-0.0166053,175.99,N/A,N/A,1.56E-10,0.000028581
1007-28-9,CASRN,DTXSID0037495,Deisopropylatrazine,173.6,C5H8ClN5,2.23357,291.377,0.000246604,1.395,0.372,0.00086896,181.489,192.027,0.08,0.00711214,N/A,181.15,N/A,N/A,1.49E-07,0.0161065,5.76E-11,10.2016,3.34731,328.608,9.93E-09,0.121719,8.13933,51.684,1.15045,155.044,N/A,N/A,4.93E-09,0.0038598
7206-76-0,CASRN,DTXSID3025885,2-Phenyl-2-ethylmalondiamide,206.245,C11H14N2O2,0.966051,327.049,8.10961E-05,1.162,0.942,0.000439542,203.703,146.689,0.22,0.00857038,N/A,N/A,0.00111944,N/A,7.06E-08,0.0412098,9.29E-12,1.45107,4.06668,271.289,2.20E-10,0.124094,9.0015,95.4074,0.131228,173.129,N/A,N/A,1.06E-08,0.00380155
38345-66-3,CASRN,DTXSID70273961,Chirald,283.415,C19H25NO,226.986,346.956,1.61808E-05,1.019,0.559,2.14289E-05,169.2,80.427,0.203,0.00105925,41.728,144.667,2.85759E-05,15.9588,1.87932E-06,0.000097949,1.67E-11,121.683,3.21453,326.323,2.69E-07,5.99674,10.619,640.577,2.8891,104.109,N/A,N/A,1.62E-07,1.86322E-05
125-33-7,CASRN,DTXSID7023510,Primidone,218.256,C12H14N2O2,0.810961,374.848,0.000526017,1.196,0.945,0.000827942,183.33,197.943,0.338,0.00576766,N/A,164.894,0.000562341,N/A,1.77E-08,0.00475335,9.36E-12,2.35929,3.34413,272.285,4.26E-10,0.117091,9.00732,78.6003,0.907829,281.345,N/A,N/A,4.93E-08,0.00228565
2078-54-8,CASRN,DTXSID6023523,Propofol,178.275,C12H18O,139.316,241.236,3.01995E-06,0.981,0.958,3.59749E-05,114.17,7.455,0.032,0.00550808,31.506,127.634,0.000105439,9.7949,0.0041783,0.00103992,1.93E-11,91.54,9.19982,255.98,1.58737E-06,0.290126,8.38185,3945.51,3.79056,18.106,N/A,N/A,0.0193551,0.000689681
55142-85-3,CASRN,DTXSID5023669,Ticlopidine,263.78,C14H14ClNS,169.434,349.838,0.000011298,1.244,0.532,N/A,181.48,96.462,0.479,0.00460257,N/A,N/A,7.6913E-06,15.5955,5.14044E-06,0.000086896,1.97E-11,58.3467,50.1503,335.527,0.000153119,1.64687,8.86393,893.847,4.198,162.943,N/A,N/A,1.98267E-05,0.000171719
63-05-8,CASRN,DTXSID8024523,"4-Androstene-3,17-dione",286.415,C19H26O2,84.3335,358.124,3.23594E-05,1.106,0.958,7.99834E-06,180.792,152.417,-0.062,0.0168267,43.998,N/A,1.31826E-06,N/A,4.41E-07,0.000065013,4.91E-11,53.4693,95.3225,346.561,4.70716E-06,2.70628,9.1584,539108,2.75184,157.663,N/A,N/A,6.06E-08,0.000203082
564-35-2,CASRN,DTXSID8036499,11-Ketotestosterone,302.414,C19H26O3,29.5801,372.958,7.65597E-05,1.145,0.995,1.88799E-05,220.459,183.175,0.04,0.00909913,46.443,N/A,N/A,N/A,1.59E-08,0.000121619,1.04E-10,6.7266,96.7861,333.412,9.93E-08,2.67956,11.0391,477413,2.78496,195.312,N/A,N/A,3.91E-08,0.000214238
57-91-0,CASRN,DTXSID8022377,17alpha-Estradiol,272.388,C18H24O2,160.694,378.806,1.06905E-05,1.158,1,3.43558E-06,204.137,179.618,0.33,0.00579429,44.443,137.714,1.02329E-05,N/A,2.03E-08,4.65586E-05,1.66E-11,40.8171,97.1681,372.628,3.74887E-06,1.48967,9.15263,348684,3.90868,199.93,N/A,N/A,3.42E-10,1.33658E-05
50-28-2,CASRN,DTXSID0020573,17beta-Estradiol,272.388,C18H24O2,160.694,378.806,1.15611E-05,1.158,0.889,3.43558E-06,201.082,179.618,0.33,0.00579429,44.443,137.714,1.02329E-05,N/A,2.03E-08,4.69894E-05,1.66E-11,40.8171,97.1681,372.628,3.74887E-06,1.48967,9.15263,348684,3.90868,199.93,N/A,N/A,3.42E-10,1.33658E-05
53-41-8,CASRN,DTXSID3036525,Androsterone,290.447,C19H30O2,170.608,349.868,5.92925E-05,1.06,1.007,1.33968E-05,181.08,165.181,-0.031,0.014388,41.833,131.694,7.17794E-06,N/A,3.91E-07,0.000368129,1.75E-11,59.28,164.018,286.369,9.12E-10,3.28471,10.8222,537042,3.68802,181.353,N/A,N/A,1.66E-07,5.31897E-05
521-18-6,CASRN,DTXSID9022364,5alpha-Dihydrotestosterone,290.447,C19H30O2,162.93,349.785,6.48634E-05,1.062,1.022,1.64437E-05,180.968,162.848,0.043,0.0136773,41.833,131.465,7.17794E-06,N/A,4.10E-07,0.00011246,2.51E-11,26.0599,126.158,286.341,9.13E-10,3.37656,10.8222,536995,3.55079,180.779,N/A,N/A,1.66E-07,0.0378997
481-30-1,CASRN,DTXSID8022329,Epitestosterone,288.431,C19H28O2,80.5378,357.585,1.72982E-05,1.111,1.04,4.28549E-06,192.036,152.177,-0.018,0.0135207,43.766,N/A,N/A,N/A,2.45E-07,0.000117761,3.99E-11,55.074,97.3688,295.438,7.05E-08,3.30417,10.9935,142142,3.31807,154.925,N/A,N/A,1.61E-07,9.12237E-05
517-09-9,CASRN,DTXSID2052156,Equilenin,266.34,C18H18O2,98.8553,419.448,1.00462E-05,1.216,0.979,2.37684E-06,212.143,208.203,0.529,0.000629506,43.779,132.655,9.31108E-06,N/A,9.77E-09,2.05589E-05,2.67E-11,63.1343,86.0207,348.121,3.79E-10,0.730377,11.1533,262572,3.93979,258.4,N/A,N/A,3.82E-10,5.77586E-06
50-27-1,CASRN,DTXSID9022366,Estriol,288.387,C18H24O3,52.8445,393.069,2.10863E-05,1.216,0.928,5.86138E-06,229.853,192.72,0.517,0.00418794,46.887,150.882,1.98153E-05,N/A,2.37E-09,8.26038E-05,1.67E-11,24.2414,97.6736,382.037,5.17E-09,0.357045,9.24784,129688,2.45182,281.859,N/A,N/A,8.09E-10,0.000128835
53-16-7,CASRN,DTXSID4022367,Estrone,270.372,C18H22O2,168.655,370.894,1.33352E-05,1.148,0.904,3.97192E-06,198.298,193.352,0.258,0.00345939,44.675,129.746,7.19449E-06,N/A,3.28E-08,4.00867E-05,2.71E-11,65.8211,95.167,336.617,1.05E-09,2.11488,10.9598,361153,3.13238,260.067,N/A,N/A,1.09E-09,0.000026559
72-33-3,CASRN,DTXSID0020814,Mestranol,310.437,C21H26O2,N/A,394.231,N/A,1.105,1.041,3.57273E-06,199.413,158.805,0,0.0057544,44.746,127.974,7.56833E-06,N/A,2.97E-08,8.97429E-06,2.88E-11,279.866,94.6366,346.828,2.05E-07,2.87092,11.4354,540126,4.15031,150.621,N/A,N/A,8.39E-09,6.79998E-06
57-83-0,CASRN,DTXSID3022370,Progesterone,314.469,C21H30O2,100.693,365.363,2.14783E-05,1.078,0.941,5.49541E-06,195.178,152.508,N/A,0.00660693,43.316,N/A,N/A,N/A,3.35E-07,2.50035E-05,1.03E-10,51.5128,97.4949,326.139,1.30441E-06,54.4184,9.87339,562836,3.87106,121.401,N/A,N/A,7.04E-08,3.42003E-05
58-22-0,CASRN,DTXSID8022371,Testosterone,288.431,C19H28O2,80.5378,357.585,2.06538E-05,1.111,1.04,4.28549E-06,192.036,149.177,-0.018,0.0135207,43.766,N/A,N/A,N/A,2.45E-07,0.000130317,3.99E-11,55.074,97.3688,295.438,7.05E-08,3.30417,10.9935,142142,3.31807,154.925,N/A,N/A,1.61E-07,9.12237E-05
56-53-1,CASRN,DTXSID3020465,Diethylstilbestrol,268.356,C18H20O2,141.906,395.191,9.03649E-06,1.128,0.895,3.54813E-06,194.794,145.686,0.114,0.0132739,N/A,N/A,1.01859E-05,31.3329,2.49E-08,4.81948E-05,2.99E-11,98.643,6.52125,388.662,1.80E-10,1.01353,9.19536,13810.1,5.06655,161.526,N/A,N/A,4.36E-10,0.000039113
57-63-6,CASRN,DTXSID5020576,17alpha-Ethinylestradiol,296.41,C20H24O2,N/A,383.097,N/A,1.156,1,3.41193E-06,203.389,181.314,0,0.00797995,46.83,144.184,6.0256E-06,N/A,1.27E-08,1.25893E-05,2.83E-11,183.855,97.7868,390.395,9.44E-08,0.622234,9.19849,515331,3.6691,183.064,N/A,N/A,7.38E-10,3.93604E-05
474-86-2,CASRN,DTXSID7047433,Equilin,268.356,C18H20O2,135.207,375.436,7.36207E-06,1.19,1.017,1.99986E-06,202.888,199.837,0.235,0.0031989,44.214,130.496,7.43019E-06,N/A,2.64E-08,4.81948E-05,6.62E-11,63.0643,88.1668,338.801,6.79E-08,1.73515,11.1833,347135,3.53119,239.031,N/A,N/A,1.08E-09,5.28586E-06
51146-55-5,CASRN,DTXSID30873789,2-Hydroxyibuprofen,222.284,C13H18O3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.50E-11,2.95726,3.10802,280.908,1.92E-09,0.739626,8.1308,77.8399,2.92881,141.442,N/A,N/A,5.72E-07,0.00795155
81163-11-3,CASRN,DTXSID901016172,4-Epianhydrochlortetracycline,460.87,C22H21ClN2O7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.75E-11,4.48179,146.76,412.614,1.33E-11,0.462693,9.46522,55461.7,1.2062,194.656,N/A,N/A,2.64E-09,0.0100479
7518-17-4,CASRN,DTXSID00873791,4-Epianhydrotetracycline,426.425,C22H22N2O7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.35E-11,1.3838,146.391,388.133,1.34E-11,0.3899,9.45587,10105.7,-0.0296096,196.185,N/A,N/A,2.70E-09,0.00585949
14206-58-7,CASRN,DTXSID20873793,4-epi-Oxytetracycline,460.439,C22H24N2O9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.31E-11,1.42326,147.805,378.5,1.36E-11,0.408611,9.50064,538.462,-0.900077,184.516,N/A,N/A,1.63E-08,0.000722458
51264-14-3,CASRN,DTXSID4022604,Amsacrine,393.46,C21H19N3O3S,12.2462,N/A,1.48594E-05,1.39,0.809,2.61E-07,336.729,215.64,0.898,N/A,N/A,N/A,N/A,N/A,2.56E-10,2.73527E-06,2.01E-11,1.77455,4.74104,345.255,2.58E-10,0.172183,9.51744,954.558,2.72083,234.901,N/A,N/A,2.84E-09,0.000597965
09/08/4497,CASRN,DTXSID50912301,Anhydrochlortetracycline,460.87,C22H21ClN2O7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.75E-11,4.48179,146.76,412.614,1.33E-11,0.462693,9.46522,55461.7,1.2062,194.656,N/A,N/A,2.64E-09,0.0100479
1665-56-1,CASRN,DTXSID201016171,Anhydrotetracycline,426.425,C22H22N2O7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.35E-11,1.3838,146.391,388.133,1.34E-11,0.3899,9.45587,10105.7,-0.0296096,196.185,N/A,N/A,2.70E-09,0.00585949
81103-11-9,CASRN,DTXSID3022829,Clarithromycin,747.964,C38H69NO13,N/A,542.703,0.000111944,1.157,N/A,N/A,475.161,112.492,0.01,0.00477529,N/A,N/A,N/A,N/A,2.09E-15,0.000383707,8.24E-11,4.08089,15.2345,432.605,9.48E-11,0.533134,9.51987,45348.9,3.15975,143.815,N/A,N/A,8.55E-11,0.00102257
105956-97-6,CASRN,DTXSID80869455,Clinafloxacin,365.79,C17H17ClFN3O3,21.727,436.489,7.58578E-06,1.454,0.995,1.23E-07,303.091,211.463,0.348,0.0108893,N/A,N/A,N/A,N/A,4.68E-10,0.000191426,2.39E-11,9.89125,14.1127,348.426,3.26E-11,0.159637,9.49062,507.546,2.39473,215.534,N/A,N/A,5.29E-10,0.0694386
50-36-2,CASRN,DTXSID2038443,Cocaine,303.358,C17H21NO4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.82E-11,6.98529,4.25653,332.295,2.27E-08,0.437262,8.6604,1142.4,2.29947,97.9831,N/A,N/A,1.92E-07,0.00573352
64-86-8,CASRN,DTXSID5024845,Colchicine,399.443,C22H25NO6,3.18,528.86,0.000047863,1.24,0.74,2.63E-07,277.96,168.55,-0.14,0.00165959,30.5,217.22,0.025704,1.02329,5.50E-10,0.000524807,3.54E-11,8.83223,13.4743,418.922,8.58E-12,1.25885,10.2903,5477.25,1.30013,156.028,N/A,N/A,1.51E-10,0.112468
20830-81-3,CASRN,DTXSID7022883,Daunorubicin,527.526,C27H29NO10,0.981748,587.437,0.000033037,1.663,0.952,6.47E-07,384.006,283.253,0.981,0.00119124,N/A,N/A,N/A,N/A,8.43E-17,0.000398107,2.54E-11,2.17777,147.165,393.908,1.46E-11,0.40964,9.5135,20813.8,1.83043,208.5,N/A,N/A,4.52E-10,0.0723718
20830-75-5,CASRN,DTXSID5022934,Digoxin,780.949,C41H64O14,N/A,679.329,7.87046E-05,1.458,N/A,N/A,386.245,230.332,0.034,2.70396E-05,N/A,N/A,N/A,N/A,N/A,7.99834E-05,8.23E-11,10.0423,256.204,409.068,1.31E-10,0.332019,9.56342,86140.5,1.26314,222.428,N/A,N/A,7.45E-10,7.57547E-05
93106-60-6,CASRN,DTXSID1045619,Enrofloxacin,359.401,C19H22FN3O3,14.9624,411.622,6.4121E-06,1.343,1.184,4.56E-07,275.883,207.552,0.685,0.00319154,N/A,N/A,N/A,N/A,7.59E-10,0.000167109,2.39E-11,2.53241,3.35804,338.984,7.19E-09,0.447846,10.3829,481.351,0.129022,219.884,N/A,N/A,6.29E-09,0.358477
33419-42-0,CASRN,DTXSID5023035,Etoposide,588.562,C29H32O13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.53E-11,4.01923,28.1038,464.965,1.53E-10,0.47826,9.50943,104557,0.601952,243.483,N/A,N/A,6.72E-11,0.00149326
42835-25-6,CASRN,DTXSID5045623,Flumequine,261.252,C14H12FNO3,8.74984,405.066,2.76058E-05,1.41,1.072,1.96336E-06,212.728,199.798,0.48,0.00456037,N/A,133.814,3.27341E-05,46.3447,1.86E-08,0.000323594,1.85E-11,3.37997,7.55816,322.324,2.04E-09,0.31775,10.6246,976.445,1.60409,200.067,N/A,N/A,4.03E-09,0.00822356
148-82-3,CASRN,DTXSID6020804,Melphalan,305.2,C13H18Cl2N2O2,2.59418,359.043,3.94457E-05,1.319,0.882,0.000012735,255.193,111.708,0.781,0.000245471,40.565,165.394,1.86638E-05,48.8652,4.40E-07,0.00154882,1.71E-11,3.75858,3.53689,307.26,1.74E-10,0.88929,9.19372,656.219,-0.512237,166.361,N/A,N/A,2.14E-08,0.0053069
443-48-1,CASRN,DTXSID2020892,Metronidazole,171.156,C6H9N3O3,1.91426,307.324,0.00022856,1.45,0.147,0.00247742,191.418,79.186,1.003,0.0154882,N/A,151.078,0.00157761,27.0396,0.000387258,0.0895365,7.65E-12,3.61652,4.4649,300.918,5.63E-09,0.108458,8.34948,57.2788,-0.0236273,126.095,N/A,N/A,8.89404E-05,0.057028
10118-90-8,CASRN,DTXSID1045033,Minocycline,457.483,C23H27N3O7,1.36144,629.96,5.11682E-06,1.635,0.94,1.45546E-06,434.69,258.633,0.658,0.00408319,N/A,N/A,N/A,N/A,1.60E-15,0.00198609,8.28E-11,2.50014,145.625,411.099,1.11E-11,0.199975,9.43643,437.297,0.0498176,179.351,N/A,N/A,8.37E-10,0.113413
151096-09-2,CASRN,DTXSID3048491,Moxifloxacin,401.438,C21H24FN3O4,10.4954,492.664,3.33426E-05,1.374,0.826,9.38E-08,282.507,227.084,0.598,0.00481948,N/A,N/A,N/A,N/A,7.21E-11,1.94536E-05,1.92E-11,3.08734,7.48917,345.855,4.27E-11,0.577579,9.5664,1984.15,2.60362,224.996,N/A,N/A,2.41E-09,0.0337742
70458-96-7,CASRN,DTXSID7037680,Norfloxacin,319.336,C16H18FN3O3,2.66073,391.63,8.05378E-05,1.344,1.09,4.54988E-06,279.397,235.855,0.543,0.0133352,N/A,N/A,N/A,N/A,3.40E-09,0.00057544,1.84E-11,2.77127,3.35443,327.586,6.03E-11,0.167826,9.37778,305.26,-1.02432,227.493,N/A,N/A,1.32E-10,0.0221104
